UserID,DishName,Rating
752,GF Turkey & Cheese Sandwich,1.5
602,JJ's Crinkle Fries,3.5
287,Pork Sausage,1.5
127,Tandoori Chicken,2.0
425,Turkey & Cheese Sandwich,0.5
944,GF Mozzarella & Tomato Sandwich,1.5
342,JJ's Fried Green Tomato Sliders,4.0
668,John Jay's Buddha Bowl,3.5
853,Roasted Garlic Shrimp Pizza,2.5
264,Roasted Garlic Shrimp Pizza,3.5
676,JJ's Quesadilla,0.5
311,JJ's French Toast,0.5
665,Biscuits & Sausage Gravy,2.0
564,Turkey Sausage,4.5
882,Ham & American Cheese Sandwich,0.5
775,Frostline Chocolate,4.0
69,JJ's Eggs Any Way,4.5
851,Cheese Pizza,1.5
333,Turkey Sausage,4.5
245,John Jay Sushi Roll,2.5
163,Chicken Dumpling Soup,1.0
510,JJ's Quesadilla,0.0
421,John Jay Chicken Tortilla Soup,4.0
129,Vegan Hot Dog,4.5
938,Ham & American Cheese Sandwich,4.5
632,JJ's Grilled Vegetable Panini,0.5
254,Tuna Salad,1.0
903,Cheese Pizza,3.5
381,Chicken Salad,0.5
888,JJ's Fried Green Tomato Sliders,3.0
534,Scrambled Egg,3.5
888,GF Turkey & Cheese Sandwich,4.0
549,Chicken Salad,0.0
661,Marinara Sauce,3.5
835,Chicken & Vegetable Lo Mein,4.0
78,John Jay Sushi Roll,3.5
63,John Jay Chicken Tortilla Soup,0.0
195,Turkey & Cheese Sandwich,3.0
91,Biscuits & Sausage Gravy,0.5
36,Turkey Sausage,4.5
981,Italian Sandwich,0.0
44,JJ's Macaroni & Cheese Quesadilla,1.5
673,Frostline Chocolate,1.0
607,Three Bean Chili Soup,2.5
298,JJ's Cheeseburger,2.5
118,Tuna Salad,0.0
754,JJ's Spicy Korean Beef Sandwich,1.0
788,John Jay Sushi Roll,1.5
421,Hashbrown,3.0
84,Tofu Scramble,4.5
64,Scrambled Egg,4.5
912,GF Mozzarella & Tomato Sandwich,1.0
187,Bagel Schmear Bar,4.0
402,JJ's Cheeseburger,1.0
71,Three Bean Chili Soup,2.0
552,JJ's Fried Green Tomato Sliders,3.5
174,Seaweed Salad,0.5
551,JJ's French Toast,4.0
976,JJ's Smashed Chickpea Avocado Sandwich,2.0
876,Pepperoni Pizza,4.5
90,Turkey & Cheese Sandwich,0.0
696,Pancake & Waffle Syrup,2.0
214,Seaweed Salad,1.0
721,JJ's Eggs Any Way,2.0
649,Seaweed Salad,4.5
983,JJ's Macaroni & Cheese Quesadilla,4.0
499,JJ's Grilled Chicken Sandwich,1.0
192,Mozzarella & Pesto Sandwich,2.5
267,Tuna Salad,4.0
770,Chicken & Vegetable Lo Mein,3.5
255,Marinara Sauce,0.0
525,JJ's Fried Green Tomato Sliders,4.5
713,Chicken Dumpling Soup,3.5
666,JJ's Fried Chicken Cutlet Sandwich,4.5
238,Minestrone Soup,4.0
123,Seaweed Salad,1.0
304,Pepperoni Pizza,3.5
425,Pork Sausage,0.5
71,JJ's Fried Green Tomato Sliders,2.0
336,JJ's Crinkle Fries,1.5
605,JJ's Macaroni & Cheese Quesadilla,1.5
782,JJ's Smashed Chickpea Avocado Sandwich,1.5
825,JJ's French Toast,2.0
201,JJ's French Toast,3.0
319,JJ's Quesadilla,0.5
443,Pepperoni Pizza,0.0
545,Chicken & Vegetable Lo Mein,1.0
566,JJ's Quesadilla,3.5
191,Marinara Sauce,3.5
177,Pop Up Carving Station,1.0
456,JJ's Grilled Chicken Sandwich,4.0
959,Mozzarella Sticks,2.5
13,Grilled Chicken,3.0
81,Waffles,1.5
161,Ham & American Cheese Sandwich,1.5
90,Tandoori Chicken,2.0
168,Three Bean Chili Soup,1.5
284,Chicken & Vegetable Lo Mein,3.5
391,Seaweed Salad,0.5
557,Marinara Sauce,0.0
6,Bruschetta Pizza,3.0
374,Chicken Salad,0.5
551,Mozzarella & Pesto Sandwich,2.5
148,Italian Sandwich,2.5
138,Chicken Salad,4.5
770,Three Bean Chili Soup,1.5
198,JJ's Hot Chocolate French Toast,2.0
488,JJ's Smashed Chickpea Avocado Sandwich,4.5
690,JJ's Fried Chicken Cutlet Sandwich,1.5
346,GF Turkey & Cheese Sandwich,4.0
92,Burger Bun,2.0
912,Mozzarella & Pesto Sandwich,3.5
387,JJ's Crinkle Fries,0.5
570,JJ's Macaroni & Cheese Quesadilla,0.5
710,JJ's Grilled Vegetable Panini,2.5
487,Scrambled Egg,2.0
241,JJ's Black Bean Chipotle Burger,0.5
429,Hashbrown,0.5
269,Bagel Schmear Bar,4.0
884,Marinara Sauce,0.0
87,Bagel Schmear Bar,0.5
341,Seaweed Salad,0.5
201,Bruschetta Pizza,0.0
66,Vegan Chicken Vindaloo,0.5
122,Scrambled Egg,4.0
889,Sweet & Sour Chickpeas,1.5
228,Tandoori Chicken,1.0
372,Bruschetta Pizza,2.5
619,Frostline Chocolate,2.5
778,Vegan Hot Dog,3.5
241,Burger Bun,4.0
567,JJ's Black Bean Chipotle Burger,0.0
166,Turkey & Cheese Sandwich,0.5
427,Pork Sausage,4.0
13,Grilled Chicken,4.0
750,Pancake & Waffle Syrup,0.0
21,Chicken & Vegetable Lo Mein,2.0
518,Pork Sausage,0.5
250,Italian Sandwich,0.5
784,Pop Up Carving Station,1.0
439,Spicy Green Beans,4.5
341,JJ's Cheeseburger,3.0
597,JJ's Spicy Korean Beef Sandwich,2.0
912,JJ's Eggs Any Way,0.5
929,Pancake & Waffle Syrup,4.5
643,Pop Up Carving Station,2.5
271,Tandoori Chicken,2.0
50,Chicken Salad,4.0
411,JJ's Fried Green Tomato Sliders,3.5
46,Tomato & Cheddar Frittata,4.5
812,Frostline Chocolate,0.0
505,Grilled Chicken,2.5
178,John Jay Chicken Tortilla Soup,3.0
738,Cheese Pizza,0.5
344,Chicken & Vegetable Lo Mein,0.0
521,Italian Sandwich,2.5
410,Three Bean Chili Soup,4.5
943,Bagel Schmear Bar,2.5
68,Roasted Garlic Shrimp Pizza,2.5
159,JJ's French Toast,1.0
591,Scrambled Egg,4.5
730,JJ's Black Bean Chipotle Burger,3.0
824,JJ's French Toast,1.5
867,JJ's Grilled Vegetable Panini,4.5
824,Pepperoni Pizza,0.0
601,Chicken & Vegetable Lo Mein,4.5
90,Marinara Sauce,0.0
314,Marinara Sauce,0.0
854,Pancake & Waffle Syrup,2.5
17,Tandoori Chicken,2.0
786,JJ's Cheeseburger,2.5
735,Mozzarella & Pesto Sandwich,1.5
203,JJ's Quesadilla,0.5
603,JJ's Grilled Vegetable Panini,0.5
866,Burger Bun,1.0
165,Vegan Chicken Vindaloo,2.0
308,Pepperoni Pizza,2.5
315,Vegan Chicken Vindaloo,3.5
153,Ham & American Cheese Sandwich,3.0
26,JJ's Fried Chicken Cutlet Sandwich,4.5
748,JJ's Eggs Any Way,0.5
328,Marinara Sauce,3.5
18,Hashbrown,3.0
57,Pork Sausage,2.5
453,Pop Up Carving Station,4.0
705,Turkey & Cheese Sandwich,0.0
979,Ham & American Cheese Sandwich,1.5
323,Mozzarella & Pesto Sandwich,2.0
665,Tuna Salad,0.5
263,Pork Sausage,3.5
47,Pepperoni Pizza,4.0
193,Spicy Green Beans,4.5
755,Chicken Dumpling Soup,0.5
338,JJ's Cheeseburger,0.5
521,Burger Bun,0.0
387,Three Bean Chili Soup,3.0
1000,Mozzarella & Pesto Sandwich,3.5
141,JJ's Crinkle Fries,1.5
836,JJ's Fried Green Tomato Sliders,1.5
803,JJ's Macaroni & Cheese Quesadilla,3.0
634,Seaweed Salad,1.0
321,Vegan Hot Dog,4.0
90,Chicken Dumpling Soup,1.5
969,Burger Bun,1.0
368,Cheese Pizza,1.0
748,Vegan Hot Dog,3.0
641,Seaweed Salad,4.5
875,GF Mozzarella & Tomato Sandwich,0.5
968,Tandoori Chicken,2.5
719,Chicken Dumpling Soup,1.5
913,Biscuits & Sausage Gravy,1.5
315,JJ's Fried Green Tomato Sliders,4.0
144,Waffles,0.5
347,Burger Bun,1.0
681,JJ's Macaroni & Cheese Quesadilla,3.0
819,Turkey Sausage,4.5
761,Scrambled Egg,0.0
765,Tofu Scramble,0.5
417,JJ's Spicy Korean Beef Sandwich,3.0
860,JJ's Spicy Korean Beef Sandwich,2.0
98,JJ's French Toast,2.0
693,JJ's Smashed Chickpea Avocado Sandwich,3.0
49,Ham & American Cheese Sandwich,4.5
518,JJ's French Toast,0.0
791,John Jay Sushi Roll,4.0
328,Tuna Salad,2.0
461,Scrambled Egg,1.5
755,Biscuits & Sausage Gravy,4.0
729,Pop Up Carving Station,4.0
197,Mozzarella Sticks,4.5
478,Mozzarella Sticks,1.0
67,Italian Sandwich,4.0
493,Cheese Pizza,4.5
394,JJ's Fried Chicken Cutlet Sandwich,4.5
779,JJ's Grilled Vegetable Panini,2.5
866,JJ's Smashed Chickpea Avocado Sandwich,2.5
253,Roasted Garlic Shrimp Pizza,1.0
950,Tofu Scramble,1.5
952,Burger Bun,4.5
676,John Jay Chicken Tortilla Soup,1.5
228,Spicy Green Beans,1.0
347,Mozzarella Sticks,4.5
666,Frostline Chocolate,1.5
659,Chicken Salad,4.0
861,Vegan Hot Dog,0.5
538,Roasted Garlic Shrimp Pizza,1.5
256,Vegan Chicken Vindaloo,0.0
396,Turkey Sausage,3.5
673,Minestrone Soup,2.0
343,Biscuits & Sausage Gravy,2.5
116,Bagel Schmear Bar,2.5
687,JJ's Black Bean Chipotle Burger,1.5
541,Turkey & Cheese Sandwich,3.0
118,JJ's Spicy Korean Beef Sandwich,1.0
977,John Jay's Buddha Bowl,2.5
165,John Jay Chicken Tortilla Soup,4.5
302,Vegan Hot Dog,3.0
793,Three Bean Chili Soup,0.0
130,JJ's Quesadilla,1.0
143,JJ's Grilled Vegetable Panini,2.5
143,Chicken Dumpling Soup,4.0
909,Tofu Scramble,0.5
636,JJ's Smashed Chickpea Avocado Sandwich,1.0
549,JJ's Quesadilla,0.5
812,Spicy Green Beans,1.0
678,JJ's Eggs Any Way,2.0
301,JJ's Fried Chicken Cutlet Sandwich,4.5
913,JJ's Macaroni & Cheese Quesadilla,4.0
489,GF Mozzarella & Tomato Sandwich,0.5
434,Cheese Pizza,2.0
565,Vegan Hot Dog,2.5
279,Chicken Salad,4.5
175,JJ's Hot Chocolate French Toast,1.0
596,JJ's Grilled Vegetable Panini,3.5
301,Frostline Chocolate,0.0
751,Cheese Pizza,0.0
648,Tuna Salad,0.0
787,GF Turkey & Cheese Sandwich,1.0
589,Biscuits & Sausage Gravy,3.0
111,Tofu Scramble,0.0
264,JJ's Grilled Chicken Sandwich,4.0
679,JJ's Hot Chocolate French Toast,0.5
556,Frostline Chocolate,4.0
938,Turkey Sausage,1.0
202,Ham & American Cheese Sandwich,4.5
882,JJ's Spicy Korean Beef Sandwich,0.5
478,Frostline Chocolate,3.0
825,Frostline Chocolate,2.5
774,JJ's Crinkle Fries,2.0
897,Seaweed Salad,2.0
515,Sweet & Sour Chickpeas,2.5
592,Tofu Scramble,3.0
706,JJ's Eggs Any Way,1.0
473,JJ's Black Bean Chipotle Burger,2.0
615,Waffles,1.0
487,Frostline Chocolate,4.5
868,Roasted Potatoes,0.0
940,Biscuits & Sausage Gravy,0.5
32,Cheese Pizza,2.0
470,Vegan Chicken Vindaloo,1.0
681,Seaweed Salad,2.0
335,JJ's Smashed Chickpea Avocado Sandwich,4.0
562,JJ's Eggs Any Way,2.0
955,Roasted Potatoes,1.5
563,Tuna Salad,1.0
81,Tandoori Chicken,0.5
33,JJ's Spicy Korean Beef Sandwich,2.5
252,Scrambled Egg,3.0
129,Pancake & Waffle Syrup,0.5
691,Grilled Chicken,1.0
851,Burger Bun,4.5
597,Chicken & Vegetable Lo Mein,2.0
238,JJ's Grilled Chicken Sandwich,4.0
795,Chicken Salad,3.5
166,Turkey & Cheese Sandwich,2.0
89,JJ's Cheeseburger,3.0
243,Turkey & Cheese Sandwich,4.0
84,JJ's Crinkle Fries,3.5
83,Bruschetta Pizza,3.5
980,John Jay's Buddha Bowl,1.5
975,Vegan Hot Dog,0.0
730,Sweet & Sour Chickpeas,2.5
713,JJ's Macaroni & Cheese Quesadilla,2.0
706,Turkey Sausage,4.5
461,Bagel Schmear Bar,1.5
14,John Jay Chicken Tortilla Soup,2.0
324,JJ's Smashed Chickpea Avocado Sandwich,2.0
62,Pork Sausage,1.0
788,Pancake & Waffle Syrup,3.0
476,Bagel Schmear Bar,3.0
412,JJ's Quesadilla,0.0
359,Tandoori Chicken,4.5
957,JJ's Eggs Any Way,4.0
511,JJ's Spicy Korean Beef Sandwich,2.0
382,JJ's Macaroni & Cheese Quesadilla,3.0
224,Grilled Chicken,4.5
84,Hashbrown,2.0
679,JJ's Black Bean Chipotle Burger,3.0
613,Bagel Schmear Bar,1.0
267,Tofu Scramble,2.0
933,JJ's Cheeseburger,0.0
443,JJ's Fried Chicken Cutlet Sandwich,0.0
840,Hashbrown,1.0
852,JJ's Grilled Vegetable Panini,2.0
472,Cheese Pizza,1.0
722,Tomato & Cheddar Frittata,0.5
145,JJ's Spicy Korean Beef Sandwich,2.5
120,Chicken & Vegetable Lo Mein,0.5
181,JJ's Smashed Chickpea Avocado Sandwich,1.0
922,JJ's Grilled Chicken Sandwich,2.5
171,Pepperoni Pizza,0.0
646,John Jay Chicken Tortilla Soup,3.0
842,Pop Up Carving Station,1.5
133,JJ's Spicy Korean Beef Sandwich,0.0
319,JJ's French Toast,3.5
152,Chicken Dumpling Soup,4.5
557,JJ's Cheeseburger,1.0
68,Tofu Scramble,1.0
754,JJ's Hot Chocolate French Toast,0.5
995,Waffles,1.0
340,JJ's Spicy Korean Beef Sandwich,1.5
783,Pancake & Waffle Syrup,4.0
112,John Jay's Buddha Bowl,1.5
386,JJ's Hot Chocolate French Toast,0.5
817,JJ's Fried Chicken Cutlet Sandwich,0.5
920,Tofu Scramble,4.0
282,JJ's Eggs Any Way,3.0
406,JJ's Fried Green Tomato Sliders,3.0
298,JJ's Eggs Any Way,1.5
267,Tuna Salad,3.5
804,JJ's French Toast,0.5
628,JJ's Grilled Chicken Sandwich,0.5
14,Sausage & Pepper Pasta,1.5
266,JJ's Spicy Korean Beef Sandwich,2.0
518,Chicken Salad,3.0
79,Scrambled Egg,3.5
10,Roasted Garlic Shrimp Pizza,3.0
839,GF Turkey & Cheese Sandwich,4.0
774,Spicy Green Beans,1.5
986,JJ's Macaroni & Cheese Quesadilla,2.0
886,JJ's Eggs Any Way,3.5
836,Roasted Potatoes,3.0
784,JJ's Eggs Any Way,1.0
494,Roasted Garlic Shrimp Pizza,1.0
509,Chicken & Vegetable Lo Mein,1.5
94,Ham & American Cheese Sandwich,4.5
504,Turkey Sausage,1.5
278,Marinara Sauce,1.5
148,Sweet & Sour Chickpeas,3.5
201,Pork Sausage,2.0
13,Biscuits & Sausage Gravy,0.5
2,Tofu Scramble,2.5
74,Pork Sausage,2.5
962,JJ's Eggs Any Way,1.0
74,Frostline Chocolate,3.5
527,Biscuits & Sausage Gravy,0.0
585,JJ's Crinkle Fries,2.0
249,John Jay Chicken Tortilla Soup,2.0
305,John Jay's Buddha Bowl,4.5
580,Italian Sandwich,0.5
465,JJ's Quesadilla,4.5
593,Marinara Sauce,4.5
742,JJ's Cheeseburger,4.0
459,JJ's Hot Chocolate French Toast,2.5
537,Chicken & Vegetable Lo Mein,2.0
560,JJ's French Toast,2.5
779,Turkey & Cheese Sandwich,2.5
105,Mozzarella & Pesto Sandwich,1.5
376,JJ's Cheeseburger,1.0
730,Sausage & Pepper Pasta,3.0
621,Tuna Salad,0.5
544,Tuna Salad,1.0
520,JJ's Macaroni & Cheese Quesadilla,3.5
646,Waffles,1.5
339,Turkey & Cheese Sandwich,0.0
129,Three Bean Chili Soup,2.5
205,Italian Sandwich,3.5
372,JJ's Cheeseburger,2.5
425,John Jay Sushi Roll,4.0
570,Pancake & Waffle Syrup,2.5
540,Italian Sandwich,2.5
398,Italian Sandwich,2.5
503,Chicken Dumpling Soup,3.5
773,Turkey & Cheese Sandwich,2.5
424,JJ's Macaroni & Cheese Quesadilla,3.5
963,Tofu Scramble,1.5
197,Cheese Pizza,0.0
494,JJ's Macaroni & Cheese Quesadilla,2.0
626,Tomato & Cheddar Frittata,4.5
856,Bruschetta Pizza,0.5
265,Scrambled Egg,4.5
329,Bruschetta Pizza,3.5
647,Italian Sandwich,0.0
652,Tandoori Chicken,2.0
71,GF Mozzarella & Tomato Sandwich,2.5
161,John Jay Chicken Tortilla Soup,4.0
831,Marinara Sauce,4.0
794,Pork Sausage,1.5
624,GF Turkey & Cheese Sandwich,0.5
742,John Jay Chicken Tortilla Soup,1.0
877,Turkey Sausage,2.5
280,JJ's Cheeseburger,1.0
978,JJ's Hot Chocolate French Toast,0.0
36,Pork Sausage,4.0
547,Chicken Salad,2.0
926,Burger Bun,3.0
859,Cheese Pizza,2.0
897,JJ's Quesadilla,1.5
735,Turkey Sausage,3.5
323,Biscuits & Sausage Gravy,2.0
429,Tuna Salad,1.0
975,Tomato & Cheddar Frittata,3.5
934,JJ's Grilled Vegetable Panini,2.5
323,Vegan Hot Dog,3.0
191,JJ's Crinkle Fries,2.0
729,Roasted Potatoes,0.5
531,Vegan Hot Dog,0.0
356,JJ's Macaroni & Cheese Quesadilla,2.5
700,Italian Sandwich,0.5
925,JJ's French Toast,3.0
939,Tomato & Cheddar Frittata,3.0
750,JJ's Grilled Chicken Sandwich,4.0
265,JJ's Crinkle Fries,4.5
404,JJ's Hot Chocolate French Toast,2.0
41,Vegan Chicken Vindaloo,2.5
855,Cheese Pizza,1.0
67,Ham & American Cheese Sandwich,1.0
11,Tomato & Cheddar Frittata,1.5
901,Seaweed Salad,1.5
21,GF Mozzarella & Tomato Sandwich,3.0
325,Scrambled Egg,2.0
549,JJ's French Toast,1.0
829,Spicy Green Beans,0.5
835,JJ's Hot Chocolate French Toast,0.0
651,GF Turkey & Cheese Sandwich,4.0
557,JJ's Fried Chicken Cutlet Sandwich,2.5
203,Tomato & Cheddar Frittata,2.0
421,Pork Sausage,2.0
294,Waffles,4.5
93,JJ's Cheeseburger,1.0
344,Italian Sandwich,1.0
218,JJ's Hot Chocolate French Toast,3.5
225,JJ's Quesadilla,3.5
895,Tandoori Chicken,4.5
522,GF Turkey & Cheese Sandwich,3.0
285,Turkey & Cheese Sandwich,0.5
276,Chicken Dumpling Soup,0.5
143,JJ's Fried Chicken Cutlet Sandwich,0.5
203,Tuna Salad,4.0
76,Pork Sausage,1.5
307,Frostline Chocolate,1.0
848,Roasted Potatoes,0.5
135,JJ's French Toast,3.0
937,Pepperoni Pizza,3.5
302,Ham & American Cheese Sandwich,4.0
361,Roasted Garlic Shrimp Pizza,0.5
690,Tomato & Cheddar Frittata,0.0
938,Three Bean Chili Soup,3.5
533,GF Turkey & Cheese Sandwich,4.0
166,Frostline Chocolate,4.5
984,Turkey & Cheese Sandwich,2.5
322,JJ's Black Bean Chipotle Burger,1.0
383,JJ's French Toast,3.5
756,Mozzarella & Pesto Sandwich,3.0
705,JJ's French Toast,4.5
83,Sausage & Pepper Pasta,4.0
970,Burger Bun,0.5
756,GF Mozzarella & Tomato Sandwich,1.5
292,JJ's Grilled Vegetable Panini,1.5
559,JJ's Quesadilla,3.0
189,JJ's Grilled Vegetable Panini,3.0
96,Pork Sausage,2.5
626,JJ's Grilled Vegetable Panini,3.0
585,Scrambled Egg,3.0
747,John Jay Sushi Roll,3.5
245,JJ's Spicy Korean Beef Sandwich,1.5
381,Tandoori Chicken,2.0
730,Minestrone Soup,0.5
933,Chicken Salad,0.0
732,Turkey & Cheese Sandwich,4.5
311,Burger Bun,3.0
960,Vegan Chicken Vindaloo,4.5
272,Three Bean Chili Soup,1.5
948,Turkey Sausage,2.5
920,Tuna Salad,1.0
468,Spicy Green Beans,4.0
232,JJ's Black Bean Chipotle Burger,4.0
752,GF Mozzarella & Tomato Sandwich,2.5
762,John Jay Sushi Roll,2.5
91,Roasted Potatoes,2.0
868,Frostline Chocolate,0.5
787,John Jay Chicken Tortilla Soup,3.5
611,Spicy Green Beans,0.5
450,Italian Sandwich,1.5
540,Vegan Hot Dog,4.5
1000,Spicy Green Beans,2.0
283,Spicy Green Beans,4.5
424,JJ's Black Bean Chipotle Burger,3.5
245,Sausage & Pepper Pasta,1.5
101,Grilled Chicken,4.5
99,Roasted Garlic Shrimp Pizza,0.0
785,Tandoori Chicken,0.0
855,Cheese Pizza,2.0
685,Chicken & Vegetable Lo Mein,1.0
872,Tomato & Cheddar Frittata,1.5
99,Tandoori Chicken,2.5
503,JJ's Eggs Any Way,3.0
365,Italian Sandwich,1.0
652,Sausage & Pepper Pasta,1.5
519,Tuna Salad,3.5
269,Chicken & Vegetable Lo Mein,3.0
239,Sweet & Sour Chickpeas,4.0
678,Grilled Chicken,2.5
389,John Jay's Buddha Bowl,3.0
675,JJ's Quesadilla,1.0
369,Bruschetta Pizza,2.5
123,JJ's Eggs Any Way,4.0
467,Turkey & Cheese Sandwich,0.0
780,JJ's French Toast,1.0
455,Grilled Chicken,3.5
611,JJ's Grilled Vegetable Panini,4.5
317,John Jay's Buddha Bowl,0.0
520,John Jay Chicken Tortilla Soup,2.5
26,Tandoori Chicken,4.0
177,JJ's Hot Chocolate French Toast,2.5
690,JJ's Black Bean Chipotle Burger,4.0
970,Roasted Garlic Shrimp Pizza,0.5
303,Three Bean Chili Soup,2.5
794,JJ's Quesadilla,2.0
785,Tomato & Cheddar Frittata,0.0
755,Pancake & Waffle Syrup,4.5
365,Chicken Salad,0.5
281,Roasted Potatoes,2.0
654,JJ's Black Bean Chipotle Burger,3.0
404,JJ's Fried Chicken Cutlet Sandwich,1.5
503,Grilled Chicken,0.5
824,Roasted Garlic Shrimp Pizza,2.0
989,GF Turkey & Cheese Sandwich,1.5
266,JJ's Eggs Any Way,3.0
415,John Jay Sushi Roll,0.5
290,Pancake & Waffle Syrup,4.5
136,JJ's Spicy Korean Beef Sandwich,3.0
714,Ham & American Cheese Sandwich,3.0
163,JJ's Quesadilla,1.5
100,Tofu Scramble,4.5
234,Grilled Chicken,2.0
420,Mozzarella & Pesto Sandwich,2.5
159,Vegan Hot Dog,4.0
829,Turkey & Cheese Sandwich,0.5
427,Turkey Sausage,4.5
703,Sweet & Sour Chickpeas,0.5
405,JJ's Spicy Korean Beef Sandwich,1.0
730,Marinara Sauce,0.5
981,Pop Up Carving Station,4.5
799,John Jay's Buddha Bowl,3.5
840,Roasted Garlic Shrimp Pizza,0.5
